YY;MM;OD;PAX
2009;8;ATLCLT;120570
2009;8;ATLDCA;141710
2009;8;ATLDEN;140406
2009;8;ATLDFW;180863
2009;8;ATLDTW;102030
2009;8;ATLFLL;187675
2009;8;ATLJAX;116761
2009;8;ATLLAS;115885
2009;8;ATLLAX;169766
2009;8;ATLLGA;197804
2009;8;ATLMCO;215846
2009;8;ATLMIA;121393
2009;8;ATLMSP;115997
2009;8;ATLMSY;77481
2009;8;ATLORD;120005
2009;8;ATLPBI;79758
2009;8;ATLPHL;151215
2009;8;ATLPHX;97471
2009;8;ATLRDU;107016
2009;8;ATLRSW;77645
2009;8;ATLSFO;113365
2009;8;ATLTPA;159160
2009;8;AUSDFW;99029
2009;8;BOSCLT;79329
2009;8;BOSDCA;73249
2009;8;BOSORD;155723
2009;8;BOSPHL;53580
2009;8;BOSSFO;98916
2009;8;CLTDFW;73862
2009;8;CLTLGA;75083
2009;8;CLTMCO;72557
2009;8;CLTORD;89169
2009;8;DALHOU;82143
2009;8;DCAORD;124679
2009;8;DENDFW;148565
2009;8;DENIAH;109899
2009;8;DENLAS;146951
2009;8;DENLAX;172572
2009;8;DENMSP;149103
2009;8;DENORD;150886
2009;8;DENPHX;138920
2009;8;DENSAN;99204
2009;8;DENSEA;133921
2009;8;DENSFO;142418
2009;8;DENSLC;125999
2009;8;DFWLAS;112967
2009;8;DFWLAX;160132
2009;8;DFWLGA;108150
2009;8;DFWMIA;84083
2009;8;DFWORD;161102
2009;8;DFWPHX;90605
2009;8;DFWSAT;101456
2009;8;DFWSFO;91898
2009;8;DTWMCO;88281
2009;8;EWRLAX;83398
2009;8;EWRMCO;122848
2009;8;EWRORD;131000
2009;8;EWRSFO;87058
2009;8;FLLLGA;126534
2009;8;HNLITO;108041
2009;8;HNLKOA;124424
2009;8;HNLLAX;196529
2009;8;HNLLIH;145611
2009;8;HNLOGG;200384
2009;8;IADLAX;128796
2009;8;IADSFO;102143
2009;8;IAHLAX;119061
2009;8;IAHORD;85917
2009;8;JFKLAX;250881
2009;8;JFKMCO;122663
2009;8;JFKSFO;191266
2009;8;JFKSJU;96399
2009;8;LASLAX;163234
2009;8;LASORD;112761
2009;8;LASPHX;111151
2009;8;LASSEA;98757
2009;8;LASSFO;163412
2009;8;LAXMIA;75178
2009;8;LAXORD;192534
2009;8;LAXPHX;114147
2009;8;LAXSEA;142719
2009;8;LAXSFO;256893
2009;8;LAXSJC;64306
2009;8;LGAMIA;97838
2009;8;LGAORD;214185
2009;8;MCOPHL;132436
2009;8;MSPORD;152759
2009;8;MSPPHX;82098
2009;8;ORDPHL;131737
2009;8;ORDPHX;100856
2009;8;ORDSEA;118296
2009;8;ORDSFO;158732
2009;8;PHXSAN;112240
2009;8;PHXSEA;98488
2009;8;PHXSLC;86416
2009;8;SANSFO;129832
2009;8;SEASFO;140694
2009;9;ANCSEA;116991
2009;9;ATLBOS;120259
2009;9;ATLBWI;111423
2009;9;ATLCLT;114751
2009;9;ATLDCA;126681
2009;9;ATLDEN;119610
2009;9;ATLDFW;169350
2009;9;ATLDTW;93421
2009;9;ATLFLL;164330
2009;9;ATLJAX;106039
2009;9;ATLLAS;117837
2009;9;ATLLAX;146143
2009;9;ATLLGA;174289
2009;9;ATLMCO;191506
2009;9;ATLMIA;105306
2009;9;ATLMSP;96830
2009;9;ATLMSY;75608
2009;9;ATLORD;110721
2009;9;ATLPBI;76297
2009;9;ATLPHL;124570
2009;9;ATLPHX;87558
2009;9;ATLRDU;95175
2009;9;ATLRSW;75436
2009;9;ATLSFO;88467
2009;9;ATLTPA;148394
2009;9;AUSDFW;90025
2009;9;BOSCLT;66955
2009;9;BOSDCA;69808
2009;9;BOSORD;123635
2009;9;BOSPHL;49850
2009;9;BOSSFO;86634
2009;9;CLTDFW;69574
2009;9;CLTLGA;69492
2009;9;CLTMCO;60572
2009;9;CLTORD;79704
2009;9;DALHOU;83897
2009;9;DCAORD;121890
2009;9;DENDFW;123197
2009;9;DENIAH;85226
2009;9;DENLAS;142034
2009;9;DENLAX;139520
2009;9;DENMSP;120459
2009;9;DENORD;125399
2009;9;DENPHX;135238
2009;9;DENSAN;84954
2009;9;DENSEA;112995
2009;9;DENSFO;118219
2009;9;DENSLC;113721
2009;9;DFWLAS;101956
2009;9;DFWLAX;129330
2009;9;DFWLGA;87855
2009;9;DFWMIA;65346
2009;9;DFWORD;140722
2009;9;DFWPHX;85538
2009;9;DFWSAT;89398
2009;9;DFWSFO;80624
2009;9;DTWMCO;71372
2009;9;EWRLAX;64554
2009;9;EWRMCO;77879
2009;9;EWRORD;113474
2009;9;EWRSFO;73950
2009;9;FLLLGA;103427
2009;9;HNLITO;104209
2009;9;HNLKOA;111746
2009;9;HNLLAX;143257
2009;9;HNLLIH;134276
2009;9;HNLOGG;185673
2009;9;IADLAX;107159
2009;9;IADSFO;99969
2009;9;IAHLAX;80483
2009;9;IAHORD;75606
2009;9;JFKLAX;226338
2009;9;JFKMCO;82573
2009;9;JFKSFO;170711
2009;9;JFKSJU;67981
2009;9;LASLAX;160687
2009;9;LASORD;112336
2009;9;LASPHX;116222
2009;9;LASSEA;90890
2009;9;LASSFO;158142
2009;9;LAXMIA;58799
2009;9;LAXORD;158637
2009;9;LAXPHX;97929
2009;9;LAXSEA;125810
2009;9;LAXSFO;237593
2009;9;LAXSJC;61800
2009;9;LGAMIA;75176
2009;9;LGAORD;187429
2009;9;MCOPHL;94236
2009;9;MSPORD;140800
2009;9;MSPPHX;75542
2009;9;ORDPHL;113772
2009;9;ORDPHX;90306
2009;9;ORDSEA;107122
2009;9;ORDSFO;134163
2009;9;PHXSAN;97764
2009;9;PHXSEA;86354
2009;9;PHXSLC;82649
2009;9;SANSFO;122995
2009;9;SEASFO;124951
2009;10;ANCSEA;103611
2009;10;ATLBOS;128872
2009;10;ATLBWI;122666
2009;10;ATLCLT;125948
2009;10;ATLDCA;140441
2009;10;ATLDEN;121402
2009;10;ATLDFW;178805
2009;10;ATLDTW;101926
2009;10;ATLFLL;184712
2009;10;ATLJAX;122193
2009;10;ATLLAS;128362
2009;10;ATLLAX;150979
2009;10;ATLLGA;178423
2009;10;ATLMCO;220052
2009;10;ATLMIA;119152
2009;10;ATLMSP;104052
2009;10;ATLMSY;105209
2009;10;ATLORD;119075
2009;10;ATLPBI;95176
2009;10;ATLPHL;131785
2009;10;ATLPHX;95696
2009;10;ATLRDU;107028
2009;10;ATLRSW;90767
2009;10;ATLSFO;88608
2009;10;ATLTPA;161730
2009;10;AUSDFW;103012
2009;10;BOSCLT;76724
2009;10;BOSDCA;85797
2009;10;BOSORD;143338
2009;10;BOSPHL;58591
2009;10;BOSSFO;92381
2009;10;CLTDFW;78648
2009;10;CLTLGA;71756
2009;10;CLTMCO;79886
2009;10;CLTORD;90531
2009;10;DALHOU;94628
2009;10;DCAORD;143181
2009;10;DENDFW;122323
2009;10;DENIAH;87212
2009;10;DENLAS;147444
2009;10;DENLAX;150404
2009;10;DENMSP;114994
2009;10;DENORD;127187
2009;10;DENPHX;158417
2009;10;DENSAN;90908
2009;10;DENSEA;102735
2009;10;DENSFO;124418
2009;10;DENSLC;115723
2009;10;DFWLAS;109808
2009;10;DFWLAX;144885
2009;10;DFWLGA;91858
2009;10;DFWMIA;78398
2009;10;DFWORD;150711
2009;10;DFWPHX;96484
2009;10;DFWSAT;100414
2009;10;DFWSFO;88481
2009;10;DTWMCO;84420
2009;10;EWRLAX;72040
2009;10;EWRMCO;101223
2009;10;EWRORD;118997
2009;10;EWRSFO;76253
2009;10;FLLLGA;110060
2009;10;HNLITO;102552
2009;10;HNLKOA;113707
2009;10;HNLLAX;147800
2009;10;HNLLIH;133346
2009;10;HNLOGG;180078
2009;10;IADLAX;116187
2009;10;IADSFO;106513
2009;10;IAHLAX;84703
2009;10;IAHORD;81247
2009;10;JFKLAX;232283
2009;10;JFKMCO;94459
2009;10;JFKSFO;176742
2009;10;JFKSJU;68918
2009;10;LASLAX;155359
2009;10;LASORD;121393
2009;10;LASPHX;122050
2009;10;LASSEA;89127
2009;10;LASSFO;161152
2009;10;LAXMIA;65630
2009;10;LAXORD;176900
2009;10;LAXPHX;109158
2009;10;LAXSEA;122215
2009;10;LAXSFO;262066
2009;10;LAXSJC;68546
2009;10;LGAMIA;79405
2009;10;LGAORD;202198
2009;10;MCOPHL;114358
2009;10;MSPORD;150529
2009;10;MSPPHX;84851
2009;10;ORDPHL;123606
2009;10;ORDPHX;106759
2009;10;ORDSEA;104182
2009;10;ORDSFO;142509
2009;10;PHXSAN;106114
2009;10;PHXSEA;88022
2009;10;PHXSLC;89944
2009;10;SANSFO;130070
2009;10;SEASFO;116166
2009;11;ANCSEA;95199
2009;11;ATLBOS;111931
2009;11;ATLBWI;111929
2009;11;ATLCLT;120314
2009;11;ATLDCA;131090
2009;11;ATLDEN;104991
2009;11;ATLDFW;162537
2009;11;ATLDTW;90654
2009;11;ATLFLL;188107
2009;11;ATLJAX;115158
2009;11;ATLLAS;117304
2009;11;ATLLAX;138437
2009;11;ATLLGA;166833
2009;11;ATLMCO;208824
2009;11;ATLMIA;121323
2009;11;ATLMSP;96161
2009;11;ATLMSY;94234
2009;11;ATLORD;105890
2009;11;ATLPBI;91363
2009;11;ATLPHL;130494
2009;11;ATLPHX;90427
2009;11;ATLRDU;100096
2009;11;ATLRSW;88376
2009;11;ATLSFO;81161
2009;11;ATLTPA;150530
2009;11;AUSDFW;96977
2009;11;BOSCLT;61708
2009;11;BOSDCA;66846
2009;11;BOSORD;120223
2009;11;BOSPHL;45804
2009;11;BOSSFO;74268
2009;11;CLTDFW;70977
2009;11;CLTLGA;70863
2009;11;CLTMCO;68688
2009;11;CLTORD;83999
2009;11;DALHOU;88824
2009;11;DCAORD;124354
2009;11;DENDFW;111318
2009;11;DENIAH;84373
2009;11;DENLAS;139413
2009;11;DENLAX;139240
2009;11;DENMSP;97754
2009;11;DENORD;112429
2009;11;DENPHX;151850
2009;11;DENSAN;86906
2009;11;DENSEA;101017
2009;11;DENSFO;117000
2009;11;DENSLC;105007
2009;11;DFWLAS;100766
2009;11;DFWLAX;135277
2009;11;DFWLGA;86221
2009;11;DFWMIA;79142
2009;11;DFWORD;135180
2009;11;DFWPHX;93751
2009;11;DFWSAT;97352
2009;11;DFWSFO;80191
2009;11;DTWMCO;84559
2009;11;EWRLAX;65474
2009;11;EWRMCO;104921
2009;11;EWRORD;103264
2009;11;EWRSFO;62532
2009;11;FLLLGA;119452
2009;11;HNLITO;96723
2009;11;HNLKOA;107356
2009;11;HNLLAX;130725
2009;11;HNLLIH;118646
2009;11;HNLOGG;169102
2009;11;IADLAX;109408
2009;11;IADSFO;94841
2009;11;IAHLAX;84043
2009;11;IAHORD;78972
2009;11;JFKLAX;217411
2009;11;JFKMCO;82699
2009;11;JFKSFO;153759
2009;11;JFKSJU;69314
2009;11;LASLAX;144982
2009;11;LASORD;95286
2009;11;LASPHX;119058
2009;11;LASSEA;83857
2009;11;LASSFO;151657
2009;11;LAXMIA;67161
2009;11;LAXORD;156950
2009;11;LAXPHX;104877
2009;11;LAXSEA;121652
2009;11;LAXSFO;247889
2009;11;LAXSJC;65360
2009;11;LGAMIA;84401
2009;11;LGAORD;183213
2009;11;MCOPHL;111639
2009;11;MSPORD;123387
2009;11;MSPPHX;86580
2009;11;ORDPHL;114732
2009;11;ORDPHX;101172
2009;11;ORDSEA;84586
2009;11;ORDSFO;134498
2009;11;PHXSAN;97824
2009;11;PHXSEA;90550
2009;11;PHXSLC;86185
2009;11;SANSFO;127649
2009;11;SEASFO;108842
2009;12;ANCSEA;106942
2009;12;ATLBOS;107105
2009;12;ATLBWI;98940
2009;12;ATLCLT;117058
2009;12;ATLDCA;118592
2009;12;ATLDEN;120307
2009;12;ATLDFW;159988
2009;12;ATLDTW;90098
2009;12;ATLFLL;190885
2009;12;ATLJAX;113512
2009;12;ATLLAS;116070
2009;12;ATLLAX;144860
2009;12;ATLLGA;176404
2009;12;ATLMCO;217681
2009;12;ATLMIA;125581
2009;12;ATLMSP;99130
2009;12;ATLMSY;84711
2009;12;ATLORD;101063
2009;12;ATLPBI;92179
2009;12;ATLPHL;120143
2009;12;ATLPHX;93943
2009;12;ATLRDU;94887
2009;12;ATLRSW;83253
2009;12;ATLSFO;83620
2009;12;ATLTPA;152568
2009;12;AUSDFW;97142
2009;12;BOSCLT;64207
2009;12;BOSDCA;52610
2009;12;BOSORD;110370
2009;12;BOSPHL;39583
2009;12;BOSSFO;78018
2009;12;CLTDFW;73040
2009;12;CLTLGA;74134
2009;12;CLTMCO;72037
2009;12;CLTORD;79424
2009;12;DALHOU;82080
2009;12;DCAORD;102781
2009;12;DENDFW;122584
2009;12;DENIAH;103971
2009;12;DENLAS;135822
2009;12;DENLAX;147382
2009;12;DENMSP;110044
2009;12;DENORD;119321
2009;12;DENPHX;152319
2009;12;DENSAN;84792
2009;12;DENSEA;108069
2009;12;DENSFO;118038
2009;12;DENSLC;113737
2009;12;DFWLAS;97380
2009;12;DFWLAX;146567
2009;12;DFWLGA;96417
2009;12;DFWMIA;89454
2009;12;DFWORD;135722
2009;12;DFWPHX;98320
2009;12;DFWSAT;96633
2009;12;DFWSFO;80477
2009;12;DTWMCO;91301
2009;12;EWRLAX;70452
2009;12;EWRMCO;107212
2009;12;EWRORD;94930
2009;12;EWRSFO;66230
2009;12;FLLLGA;133532
2009;12;HNLITO;105933
2009;12;HNLKOA;111019
2009;12;HNLLAX;151536
2009;12;HNLLIH;122139
2009;12;HNLOGG;170320
2009;12;IADLAX;110239
2009;12;IADSFO;91148
2009;12;IAHLAX;102187
2009;12;IAHORD;90958
2009;12;JFKLAX;231601
2009;12;JFKMCO;88567
2009;12;JFKSFO;156549
2009;12;JFKSJU;81269
2009;12;LASLAX;145762
2009;12;LASORD;85156
2009;12;LASPHX;126027
2009;12;LASSEA;77511
2009;12;LASSFO;144071
2009;12;LAXMIA;76082
2009;12;LAXORD;163256
2009;12;LAXPHX;108564
2009;12;LAXSEA;127335
2009;12;LAXSFO;250158
2009;12;LAXSJC;66902
2009;12;LGAMIA;96456
2009;12;LGAORD;173587
2009;12;MCOPHL;113207
2009;12;MSPORD;121605
2009;12;MSPPHX;94273
2009;12;ORDPHL;92595
2009;12;ORDPHX;98074
2009;12;ORDSEA;94622
2009;12;ORDSFO;132586
2009;12;PHXSAN;98556
2009;12;PHXSEA;96254
2009;12;PHXSLC;93673
2009;12;SANSFO;126730
2009;12;SEASFO;113217
2010;1;ANCSEA;94336
2010;1;ATLBOS;93252
2010;1;ATLBWI;92367
2010;1;ATLCLT;112877
2010;1;ATLDCA;110753
2010;1;ATLDEN;113360
2010;1;ATLDFW;144029
2010;1;ATLDTW;84293
2010;1;ATLFLL;196281
2010;1;ATLJAX;96962
2010;1;ATLLAS;109963
2010;1;ATLLAX;135263
2010;1;ATLLGA;137162
2010;1;ATLMCO;216752
2010;1;ATLMIA;126620
2010;1;ATLMSP;108064
2010;1;ATLMSY;76902
2010;1;ATLORD;92823
2010;1;ATLPBI;89847
2010;1;ATLPHL;110431
2010;1;ATLPHX;91840
2010;1;ATLRDU;80585
2010;1;ATLRSW;90230
2010;1;ATLSFO;67624
2010;1;ATLTPA;134912
2010;1;AUSDFW;88493
2010;1;BOSCLT;59791
2010;1;BOSDCA;48975
2010;1;BOSORD;91200
2010;1;BOSPHL;40835
2010;1;BOSSFO;71242
2010;1;CLTDFW;66038
2010;1;CLTLGA;67872
2010;1;CLTMCO;76914
2010;1;CLTORD;72152
2010;1;DALHOU;79412
2010;1;DCAORD;95273
2010;1;DENDFW;114000
2010;1;DENIAH;92212
2010;1;DENLAS;126114
2010;1;DENLAX;140430
2010;1;DENMSP;104631
2010;1;DENORD;104027
2010;1;DENPHX;149566
2010;1;DENSAN;83477
2010;1;DENSEA;92401
2010;1;DENSFO;107193
2010;1;DENSLC;117694
2010;1;DFWLAS;93946
2010;1;DFWLAX;134761
2010;1;DFWLGA;79781
2010;1;DFWMIA;90287
2010;1;DFWORD;123626
2010;1;DFWPHX;96655
2010;1;DFWSAT;89903
2010;1;DFWSFO;72511
2010;1;DTWMCO;87867
2010;1;EWRLAX;56576
2010;1;EWRMCO;97730
2010;1;EWRORD;76821
2010;1;EWRSFO;53986
2010;1;FLLLGA;133707
2010;1;HNLITO;94881
2010;1;HNLKOA;102323
2010;1;HNLLAX;140908
2010;1;HNLLIH;117916
2010;1;HNLOGG;161425
2010;1;IADLAX;105553
2010;1;IADSFO;82621
2010;1;IAHLAX;81201
2010;1;IAHORD;74973
2010;1;JFKLAX;225458
2010;1;JFKMCO;77829
2010;1;JFKSFO;144831
2010;1;JFKSJU;83825
2010;1;LASLAX;143933
2010;1;LASORD;84426
2010;1;LASPHX;122867
2010;1;LASSEA;68141
2010;1;LASSFO;140666
2010;1;LAXMIA;74991
2010;1;LAXORD;150977
2010;1;LAXPHX;107319
2010;1;LAXSEA;109903
2010;1;LAXSFO;215428
2010;1;LAXSJC;62304
2010;1;LGAMIA;94770
2010;1;LGAORD;140602
2010;1;MCOPHL;106073
2010;1;MSPORD;114489
2010;1;MSPPHX;95077
2010;1;ORDPHL;87762
2010;1;ORDPHX;93894
2010;1;ORDSEA;80078
2010;1;ORDSFO;114940
2010;1;PHXSAN;95396
2010;1;PHXSEA;82424
2010;1;PHXSLC;99118
2010;1;SANSFO;112803
2010;1;SEASFO;97462
2010;2;ANCSEA;78889
2010;2;ATLBOS;89982
2010;2;ATLBWI;73053
2010;2;ATLCLT;102272
2010;2;ATLDCA;89122
2010;2;ATLDEN;100088
2010;2;ATLDFW;128349
2010;2;ATLDTW;89877
2010;2;ATLFLL;176998
2010;2;ATLJAX;95677
2010;2;ATLLAS;103533
2010;2;ATLLAX;121113
2010;2;ATLLGA;131369
2010;2;ATLMCO;194675
2010;2;ATLMIA;113578
2010;2;ATLMSP;102248
2010;2;ATLMSY;76145
2010;2;ATLORD;87915
2010;2;ATLPBI;84830
2010;2;ATLPHL;90087
2010;2;ATLPHX;82881
2010;2;ATLRDU;75245
2010;2;ATLRSW;88129
2010;2;ATLSFO;58459
2010;2;ATLTPA;135746
2010;2;AUSDFW;80220
2010;2;BOSCLT;65003
2010;2;BOSDCA;50545
2010;2;BOSORD;92606
2010;2;BOSPHL;39943
2010;2;BOSSFO;64993
2010;2;CLTDFW;60911
2010;2;CLTLGA;58748
2010;2;CLTMCO;74733
2010;2;CLTORD;70447
2010;2;DALHOU;81561
2010;2;DCAORD;81340
2010;2;DENDFW;104191
2010;2;DENIAH;88812
2010;2;DENLAS;135287
2010;2;DENLAX;128339
2010;2;DENMSP;98144
2010;2;DENORD;103299
2010;2;DENPHX;149003
2010;2;DENSAN;78763
2010;2;DENSEA;87458
2010;2;DENSFO;103462
2010;2;DENSLC;110086
2010;2;DFWLAS;87667
2010;2;DFWLAX;114090
2010;2;DFWLGA;69631
2010;2;DFWMIA;79231
2010;2;DFWORD;113983
2010;2;DFWPHX;85736
2010;2;DFWSAT;82750
2010;2;DFWSFO;65278
2010;2;DTWMCO;90711
2010;2;EWRLAX;44835
2010;2;EWRMCO;95553
2010;2;EWRORD;67985
2010;2;EWRSFO;44510
2010;2;FLLLGA;116901
2010;2;HNLITO;88697
2010;2;HNLKOA;97150
2010;2;HNLLAX;121572
2010;2;HNLLIH;114633
2010;2;HNLOGG;160900
2010;2;IADLAX;77804
2010;2;IADSFO;66576
2010;2;IAHLAX;68321
2010;2;IAHORD;74024
2010;2;JFKLAX;181376
2010;2;JFKMCO;74718
2010;2;JFKSFO;125350
2010;2;JFKSJU;69508
2010;2;LASLAX;135681
2010;2;LASORD;80196
2010;2;LASPHX;126548
2010;2;LASSEA;69112
2010;2;LASSFO;131520
2010;2;LAXMIA;65438
2010;2;LAXORD;139191
2010;2;LAXPHX;96805
2010;2;LAXSEA;103240
2010;2;LAXSFO;194134
2010;2;LAXSJC;59606
2010;2;LGAMIA;77987
2010;2;LGAORD;131719
2010;2;MCOPHL;93954
2010;2;MSPORD;109151
2010;2;MSPPHX;100009
2010;2;ORDPHL;75477
2010;2;ORDPHX;94711
2010;2;ORDSEA;79790
2010;2;ORDSFO;108879
2010;2;PHXSAN;93216
2010;2;PHXSEA;82894
2010;2;PHXSLC;95094
2010;2;SANSFO;101559
2010;2;SEASFO;92997
2010;3;ANCSEA;101135
2010;3;ATLBOS;112555
2010;3;ATLBWI;111191
2010;3;ATLCLT;123113
2010;3;ATLDCA;147241
2010;3;ATLDEN;129151
2010;3;ATLDFW;163288
2010;3;ATLDTW;112961
2010;3;ATLFLL;217160
2010;3;ATLJAX;126224
2010;3;ATLLAS;126432
2010;3;ATLLAX;154007
2010;3;ATLLGA;174642
2010;3;ATLMCO;238173
2010;3;ATLMIA;140578
2010;3;ATLMSP;126878
2010;3;ATLMSY;92744
2010;3;ATLORD;118752
2010;3;ATLPBI;110597
2010;3;ATLPHL;126643
2010;3;ATLPHX;104775
2010;3;ATLRDU;95857
2010;3;ATLRSW;106521
2010;3;ATLSFO;73563
2010;3;ATLTPA;178801
2010;3;AUSDFW;104326
2010;3;BOSCLT;73208
2010;3;BOSDCA;75824
2010;3;BOSORD;117018
2010;3;BOSPHL;53203
2010;3;BOSSFO;79008
2010;3;CLTDFW;75288
2010;3;CLTLGA;73185
2010;3;CLTMCO;82010
2010;3;CLTORD;88778
2010;3;DALHOU;99186
2010;3;DCAORD;136788
2010;3;DENDFW;124291
2010;3;DENIAH;105993
2010;3;DENLAS;168437
2010;3;DENLAX;162637
2010;3;DENMSP;124208
2010;3;DENORD;131794
2010;3;DENPHX;192574
2010;3;DENSAN;99215
2010;3;DENSEA;103042
2010;3;DENSFO;129088
2010;3;DENSLC;137418
2010;3;DFWLAS;105700
2010;3;DFWLAX;142014
2010;3;DFWLGA;97056
2010;3;DFWMIA;95252
2010;3;DFWORD;146515
2010;3;DFWPHX;108660
2010;3;DFWSAT;108777
2010;3;DFWSFO;82409
2010;3;DTWMCO;111021
2010;3;EWRLAX;63592
2010;3;EWRMCO;133001
2010;3;EWRORD;91940
2010;3;EWRSFO;61278
2010;3;FLLLGA;147742
2010;3;HNLITO;102260
2010;3;HNLKOA;109100
2010;3;HNLLAX;148754
2010;3;HNLLIH;128396
2010;3;HNLOGG;172285
2010;3;IADLAX;113678
2010;3;IADSFO;91915
2010;3;IAHLAX;82211
2010;3;IAHORD;90352
2010;3;JFKLAX;233773
2010;3;JFKMCO;95754
2010;3;JFKSFO;157934
2010;3;JFKSJU;84890
2010;3;LASLAX;156080
2010;3;LASORD;95444
2010;3;LASPHX;154776
2010;3;LASSEA;90822
2010;3;LASSFO;150254
2010;3;LAXMIA;75961
2010;3;LAXORD;174230
2010;3;LAXPHX;117229
2010;3;LAXSEA;122930
2010;3;LAXSFO;227768
2010;3;LAXSJC;69152
2010;3;LGAMIA;101196
2010;3;LGAORD;179232
2010;3;MCOPHL;141931
2010;3;MSPORD;148883
2010;3;MSPPHX;127949
2010;3;ORDPHL;111388
2010;3;ORDPHX;124704
2010;3;ORDSEA;98838
2010;3;ORDSFO;141253
2010;3;PHXSAN;108664
2010;3;PHXSEA;108103
2010;3;PHXSLC;113098
2010;3;SANSFO;117967
2010;3;SEASFO;110749
2010;4;ANCSEA;90378
2010;4;ATLBOS;124747
2010;4;ATLBWI;118846
2010;4;ATLCLT;126975
2010;4;ATLDCA;149489
2010;4;ATLDEN;120718
2010;4;ATLDFW;166568
2010;4;ATLDTW;113464
2010;4;ATLFLL;190443
2010;4;ATLJAX;122093
2010;4;ATLLAS;124346
2010;4;ATLLAX;158445
2010;4;ATLLGA;179878
2010;4;ATLMCO;213233
2010;4;ATLMIA;134299
2010;4;ATLMSP;113126
2010;4;ATLMSY;100423
2010;4;ATLORD;112599
2010;4;ATLPBI;96443
2010;4;ATLPHL;126798
2010;4;ATLPHX;99277
2010;4;ATLRDU;101536
2010;4;ATLRSW;92878
2010;4;ATLSFO;78227
2010;4;ATLTPA;159526
2010;4;AUSDFW;95057
2010;4;BOSCLT;75850
2010;4;BOSDCA;87166
2010;4;BOSORD;127563
2010;4;BOSPHL;60649
2010;4;BOSSFO;81440
2010;4;CLTDFW;76727
2010;4;CLTLGA;75180
2010;4;CLTMCO;75621
2010;4;CLTORD;85294
2010;4;DALHOU;94580
2010;4;DCAORD;139536
2010;4;DENDFW;111937
2010;4;DENIAH;88451
2010;4;DENLAS;155211
2010;4;DENLAX;148111
2010;4;DENMSP;110042
2010;4;DENORD;124155
2010;4;DENPHX;157382
2010;4;DENSAN;91814
2010;4;DENSEA;103655
2010;4;DENSFO;128603
2010;4;DENSLC;118205
2010;4;DFWLAS;104258
2010;4;DFWLAX;143718
2010;4;DFWLGA;94059
2010;4;DFWMIA;93071
2010;4;DFWORD;146048
2010;4;DFWPHX;96266
2010;4;DFWSAT;104251
2010;4;DFWSFO;83212
2010;4;DTWMCO;96048
2010;4;EWRLAX;62005
2010;4;EWRMCO;135179
2010;4;EWRORD;100569
2010;4;EWRSFO;63964
2010;4;FLLLGA;143654
2010;4;HNLITO;92058
2010;4;HNLKOA;97511
2010;4;HNLLAX;154665
2010;4;HNLLIH;118368
2010;4;HNLOGG;159150
2010;4;IADLAX;116472
2010;4;IADSFO;98804
2010;4;IAHLAX;82241
2010;4;IAHORD;87582
2010;4;JFKLAX;234433
2010;4;JFKMCO;95101
2010;4;JFKSFO;165911
2010;4;JFKSJU;81912
2010;4;LASLAX;144226
2010;4;LASORD;98258
2010;4;LASPHX;136914
2010;4;LASSEA;94518
2010;4;LASSFO;150620
2010;4;LAXMIA;78005
2010;4;LAXORD;177240
2010;4;LAXPHX;110590
2010;4;LAXSEA;117867
2010;4;LAXSFO;226789
2010;4;LAXSJC;71859
2010;4;LGAMIA;100284
2010;4;LGAORD;189950
2010;4;MCOPHL;134448
2010;4;MSPORD;137952
2010;4;MSPPHX;94114
2010;4;ORDPHL;113839
2010;4;ORDPHX;112213
2010;4;ORDSEA;105322
2010;4;ORDSFO;160392
2010;4;PHXSAN;107305
2010;4;PHXSEA;98214
2010;4;PHXSLC;97190
2010;4;SANSFO;116695
2010;4;SEASFO;107867
2010;5;ANCSEA;118450
2010;5;ATLBOS;141036
2010;5;ATLBWI;121020
2010;5;ATLCLT;124648
2010;5;ATLDCA;148420
2010;5;ATLDEN;126764
2010;5;ATLDFW;180068
2010;5;ATLDTW;107508
2010;5;ATLFLL;192271
2010;5;ATLJAX;114729
2010;5;ATLLAS;125593
2010;5;ATLLAX;156747
2010;5;ATLLGA;193113
2010;5;ATLMCO;211968
2010;5;ATLMIA;136779
2010;5;ATLMSP;116878
2010;5;ATLMSY;99204
2010;5;ATLORD;111698
2010;5;ATLPBI;87589
2010;5;ATLPHL;133166
2010;5;ATLPHX;97592
2010;5;ATLRDU;102545
2010;5;ATLRSW;89193
2010;5;ATLSFO;94450
2010;5;ATLTPA;156730
2010;5;AUSDFW;98942
2010;5;BOSCLT;86612
2010;5;BOSDCA;77695
2010;5;BOSORD;139755
2010;5;BOSPHL;61673
2010;5;BOSSFO;86504
2010;5;CLTDFW;88867
2010;5;CLTLGA;79971
2010;5;CLTMCO;74552
2010;5;CLTORD;92055
2010;5;DALHOU;96301
2010;5;DCAORD;140886
2010;5;DENDFW;118638
2010;5;DENIAH;93545
2010;5;DENLAS;166002
2010;5;DENLAX;159644
2010;5;DENMSP;114842
2010;5;DENORD;131839
2010;5;DENPHX;156830
2010;5;DENSAN;95324
2010;5;DENSEA;121292
2010;5;DENSFO;141911
2010;5;DENSLC;117785
2010;5;DFWLAS;109808
2010;5;DFWLAX;147832
2010;5;DFWLGA;99140
2010;5;DFWMIA;97250
2010;5;DFWORD;149092
2010;5;DFWPHX;97934
2010;5;DFWSAT;100403
2010;5;DFWSFO;83090
2010;5;DTWMCO;82772
