YY;MM;OD;PAX
2011;3;ATLLAS;132264
2011;3;ATLLAX;150515
2011;3;ATLLGA;184752
2011;3;ATLMCO;232207
2011;3;ATLMIA;120734
2011;3;ATLMSP;142670
2011;3;ATLMSY;101384
2011;3;ATLORD;113171
2011;3;ATLPBI;111729
2011;3;ATLPHL;127389
2011;3;ATLPHX;104603
2011;3;ATLRDU;97220
2011;3;ATLRSW;111681
2011;3;ATLSFO;79947
2011;3;ATLTPA;176649
2011;3;AUSDFW;102666
2011;3;BOSCLT;79447
2011;3;BOSDCA;124804
2011;3;BOSORD;117269
2011;3;BOSPHL;98797
2011;3;BOSSFO;75236
2011;3;CLTDFW;93010
2011;3;CLTLGA;91336
2011;3;CLTMCO;88013
2011;3;CLTORD;91264
2011;3;DALHOU;101755
2011;3;DCAORD;123269
2011;3;DENDFW;121238
2011;3;DENIAH;95134
2011;3;DENLAS;164052
2011;3;DENLAX;160536
2011;3;DENMSP;131535
2011;3;DENORD;115199
2011;3;DENPHX;197251
2011;3;DENSAN;103926
2011;3;DENSEA;114854
2011;3;DENSFO;121422
2011;3;DENSLC;125789
2011;3;DFWLAS;94963
2011;3;DFWLAX;165285
2011;3;DFWLGA;90262
2011;3;DFWMIA;94807
2011;3;DFWORD;145465
2011;3;DFWPHX;115342
2011;3;DFWSAT;108029
2011;3;DFWSFO;101593
2011;3;DTWMCO;106163
2011;3;EWRLAX;60312
2011;3;EWRMCO;131782
2011;3;EWRORD;95766
2011;3;EWRSFO;57464
2011;3;FLLLGA;137330
2011;3;HNLITO;99009
2011;3;HNLKOA;113641
2011;3;HNLLAX;158061
2011;3;HNLLIH;121852
2011;3;HNLOGG;166556
2011;3;IADLAX;110016
2011;3;IADSFO;95396
2011;3;IAHLAX;83153
2011;3;IAHORD;106036
2011;3;JFKLAX;242042
2011;3;JFKMCO;136812
2011;3;JFKSFO;170123
2011;3;JFKSJU;90792
2011;3;LASLAX;165423
2011;3;LASORD;115458
2011;3;LASPHX;137446
2011;3;LASSEA;99351
2011;3;LASSFO;131899
2011;3;LAXMIA;74145
2011;3;LAXORD;170560
2011;3;LAXPHX;123313
2011;3;LAXSEA;130918
2011;3;LAXSFO;243698
2011;3;LAXSJC;80535
2011;3;LGAMIA;95328
2011;3;LGAORD;205752
2011;3;MCOPHL;149487
2011;3;MSPORD;125902
2011;3;MSPPHX;141510
2011;3;ORDPHL;116041
2011;3;ORDPHX;127802
2011;3;ORDSEA;102785
2011;3;ORDSFO;139935
2011;3;PHXSAN;108448
2011;3;PHXSEA;116868
2011;3;PHXSLC;110465
2011;3;SANSFO;105268
2011;3;SEASFO;120097
2011;4;ANCSEA;88646
2011;4;ATLBOS;121511
2011;4;ATLBWI;117254
2011;4;ATLCLT;121715
2011;4;ATLDCA;142176
2011;4;ATLDEN;108298
2011;4;ATLDFW;172811
2011;4;ATLDTW;101519
2011;4;ATLFLL;197896
2011;4;ATLJAX;117123
2011;4;ATLLAS;120961
2011;4;ATLLAX;151306
2011;4;ATLLGA;192830
2011;4;ATLMCO;212121
2011;4;ATLMIA;116157
2011;4;ATLMSP;126945
2011;4;ATLMSY;104304
2011;4;ATLORD;113933
2011;4;ATLPBI;101095
2011;4;ATLPHL;129522
2011;4;ATLPHX;96508
2011;4;ATLRDU;97537
2011;4;ATLRSW;94011
2011;4;ATLSFO;86205
2011;4;ATLTPA;149316
2011;4;AUSDFW;94237
2011;4;BOSCLT;79840
2011;4;BOSDCA;125824
2011;4;BOSORD;129819
2011;4;BOSPHL;100666
2011;4;BOSSFO;77977
2011;4;CLTDFW;87131
2011;4;CLTLGA;93820
2011;4;CLTMCO;76364
2011;4;CLTORD;86232
2011;4;DALHOU;93358
2011;4;DCAORD;128327
2011;4;DENDFW;111182
2011;4;DENIAH;80937
2011;4;DENLAS;151047
2011;4;DENLAX;157498
2011;4;DENMSP;117991
2011;4;DENORD;106704
2011;4;DENPHX;158282
2011;4;DENSAN;95297
2011;4;DENSEA;113343
2011;4;DENSFO;126041
2011;4;DENSLC;112438
2011;4;DFWLAS;89142
2011;4;DFWLAX;168953
2011;4;DFWLGA;87992
2011;4;DFWMIA;90952
2011;4;DFWORD;141241
2011;4;DFWPHX;97406
2011;4;DFWSAT;100654
2011;4;DFWSFO;107411
2011;4;DTWMCO;103753
2011;4;EWRLAX;63596
2011;4;EWRMCO;139208
2011;4;EWRORD;108998
2011;4;EWRSFO;64250
2011;4;FLLLGA;123351
2011;4;HNLITO;84649
2011;4;HNLKOA;99890
2011;4;HNLLAX;151788
2011;4;HNLLIH;109588
2011;4;HNLOGG;154062
2011;4;IADLAX;107542
2011;4;IADSFO;97973
2011;4;IAHLAX;98100
2011;4;IAHORD;97403
2011;4;JFKLAX;246176
2011;4;JFKMCO;130089
2011;4;JFKSFO;169193
2011;4;JFKSJU;81921
2011;4;LASLAX;172337
2011;4;LASORD;112364
2011;4;LASPHX;127828
2011;4;LASSEA;98518
2011;4;LASSFO;139050
2011;4;LAXMIA;85948
2011;4;LAXORD;178343
2011;4;LAXPHX;122441
2011;4;LAXSEA;123478
2011;4;LAXSFO;247939
2011;4;LAXSJC;79746
2011;4;LGAMIA;100437
2011;4;LGAORD;214827
2011;4;MCOPHL;141023
2011;4;MSPORD;112926
2011;4;MSPPHX;105585
2011;4;ORDPHL;110380
2011;4;ORDPHX;108519
2011;4;ORDSEA;112509
2011;4;ORDSFO;139936
2011;4;PHXSAN;109544
2011;4;PHXSEA;111855
2011;4;PHXSLC;95009
2011;4;SANSFO;111469
2011;4;SEASFO;112515
2011;5;ANCSEA;124494
2011;5;ATLBOS;137295
2011;5;ATLBWI;127395
2011;5;ATLCLT;133372
2011;5;ATLDCA;153152
2011;5;ATLDEN;124947
2011;5;ATLDFW;194141
2011;5;ATLDTW;114178
2011;5;ATLFLL;193306
2011;5;ATLJAX;122305
2011;5;ATLLAS;129982
2011;5;ATLLAX;157471
2011;5;ATLLGA;213359
2011;5;ATLMCO;218359
2011;5;ATLMIA;119384
2011;5;ATLMSP;129531
2011;5;ATLMSY;113050
2011;5;ATLORD;120774
2011;5;ATLPBI;95618
2011;5;ATLPHL;148316
2011;5;ATLPHX;107420
2011;5;ATLRDU;110925
2011;5;ATLRSW;97533
2011;5;ATLSFO;105715
2011;5;ATLTPA;150149
2011;5;AUSDFW;96525
2011;5;BOSCLT;84405
2011;5;BOSDCA;129073
2011;5;BOSORD;141511
2011;5;BOSPHL;99825
2011;5;BOSSFO;94038
2011;5;CLTDFW;96198
2011;5;CLTLGA;103590
2011;5;CLTMCO;79906
2011;5;CLTORD;91428
2011;5;DALHOU;100686
2011;5;DCAORD;135878
2011;5;DENDFW;120874
2011;5;DENIAH;88545
2011;5;DENLAS;159564
2011;5;DENLAX;169761
2011;5;DENMSP;130066
2011;5;DENORD;115736
2011;5;DENPHX;165466
2011;5;DENSAN;98077
2011;5;DENSEA;125569
2011;5;DENSFO;140205
2011;5;DENSLC;120818
2011;5;DFWLAS;106591
2011;5;DFWLAX;175040
2011;5;DFWLGA;96934
2011;5;DFWMIA;92985
2011;5;DFWORD;141166
2011;5;DFWPHX;98720
2011;5;DFWSAT;96016
2011;5;DFWSFO;113537
2011;5;DTWMCO;92135
2011;5;EWRLAX;71289
2011;5;EWRMCO;114584
2011;5;EWRORD;124542
2011;5;EWRSFO;75892
2011;5;FLLLGA;127386
2011;5;HNLITO;103433
2011;5;HNLKOA;106194
2011;5;HNLLAX;167032
2011;5;HNLLIH;114988
2011;5;HNLOGG;163547
2011;5;IADLAX;116157
2011;5;IADSFO;109924
2011;5;IAHLAX;104669
2011;5;IAHORD;104272
2011;5;JFKLAX;267487
2011;5;JFKMCO;127696
2011;5;JFKSFO;186023
2011;5;JFKSJU;77974
2011;5;LASLAX;201336
2011;5;LASORD;121007
2011;5;LASPHX;140299
2011;5;LASSEA;101421
2011;5;LASSFO;156722
2011;5;LAXMIA;89324
2011;5;LAXORD;196013
2011;5;LAXPHX;130040
2011;5;LAXSEA;135238
2011;5;LAXSFO;279235
2011;5;LAXSJC;79681
2011;5;LGAMIA;93495
2011;5;LGAORD;227496
2011;5;MCOPHL;120340
2011;5;MSPORD;122747
2011;5;MSPPHX;105116
2011;5;ORDPHL;117125
2011;5;ORDPHX;111557
2011;5;ORDSEA;121070
2011;5;ORDSFO;167457
2011;5;PHXSAN;113707
2011;5;PHXSEA;107406
2011;5;PHXSLC;92196
2011;5;SANSFO;117092
2011;5;SEASFO;118604
2011;6;ANCSEA;150167
2011;6;ATLBOS;133007
2011;6;ATLBWI;129054
2011;6;ATLCLT;144122
2011;6;ATLDCA;143153
2011;6;ATLDEN;137353
2011;6;ATLDFW;204697
2011;6;ATLDTW;113389
2011;6;ATLFLL;184161
2011;6;ATLJAX;123436
2011;6;ATLLAS;126386
2011;6;ATLLAX;164237
2011;6;ATLLGA;205942
2011;6;ATLMCO;223362
2011;6;ATLMIA;109772
2011;6;ATLMSP;134538
2011;6;ATLMSY;106390
2011;6;ATLORD;122209
2011;6;ATLPBI;87623
2011;6;ATLPHL;145951
2011;6;ATLPHX;107177
2011;6;ATLRDU;109038
2011;6;ATLRSW;85206
2011;6;ATLSFO;113411
2011;6;ATLTPA;155459
2011;6;AUSDFW;107099
2011;6;BOSCLT;81083
2011;6;BOSDCA;124610
2011;6;BOSORD;151934
2011;6;BOSPHL;101353
2011;6;BOSSFO;99271
2011;6;CLTDFW;101992
2011;6;CLTLGA;97774
2011;6;CLTMCO;69743
2011;6;CLTORD;95262
2011;6;DALHOU;99752
2011;6;DCAORD;128745
2011;6;DENDFW;137907
2011;6;DENIAH;89893
2011;6;DENLAS;147102
2011;6;DENLAX;171675
2011;6;DENMSP;145111
2011;6;DENORD;129218
2011;6;DENPHX;144226
2011;6;DENSAN;101129
2011;6;DENSEA;140880
2011;6;DENSFO;144229
2011;6;DENSLC;121692
2011;6;DFWLAS;109048
2011;6;DFWLAX;201309
2011;6;DFWLGA;95953
2011;6;DFWMIA;98374
2011;6;DFWORD;159892
2011;6;DFWPHX;98603
2011;6;DFWSAT;106967
2011;6;DFWSFO;123293
2011;6;DTWMCO;87945
2011;6;EWRLAX;79643
2011;6;EWRMCO;107926
2011;6;EWRORD;132832
2011;6;EWRSFO;82114
2011;6;FLLLGA;118977
2011;6;HNLITO;92419
2011;6;HNLKOA;109407
2011;6;HNLLAX;186326
2011;6;HNLLIH;120429
2011;6;HNLOGG;164095
2011;6;IADLAX;120399
2011;6;IADSFO;111837
2011;6;IAHLAX;129803
2011;6;IAHORD;108951
2011;6;JFKLAX;269919
2011;6;JFKMCO;121378
2011;6;JFKSFO;181762
2011;6;JFKSJU;85648
2011;6;LASLAX;195688
2011;6;LASORD;109499
2011;6;LASPHX;128180
2011;6;LASSEA;97856
2011;6;LASSFO;151894
2011;6;LAXMIA;92071
2011;6;LAXORD;209803
2011;6;LAXPHX;129808
2011;6;LAXSEA;143284
2011;6;LAXSFO;276738
2011;6;LAXSJC;81720
2011;6;LGAMIA;89522
2011;6;LGAORD;232946
2011;6;MCOPHL;101784
2011;6;MSPORD;137394
2011;6;MSPPHX;100587
2011;6;ORDPHL;123297
2011;6;ORDPHX;96105
2011;6;ORDSEA;127324
2011;6;ORDSFO;213845
2011;6;PHXSAN;119363
2011;6;PHXSEA;105825
2011;6;PHXSLC;99899
2011;6;SANSFO;120875
2011;6;SEASFO;127760
2011;7;ANCSEA;161360
2011;7;ATLBOS;139520
2011;7;ATLBWI;133972
2011;7;ATLCLT;153406
2011;7;ATLDCA;150527
2011;7;ATLDEN;148688
2011;7;ATLDFW;210695
2011;7;ATLDTW;118818
2011;7;ATLFLL;190286
2011;7;ATLJAX;124673
2011;7;ATLLAS;125977
2011;7;ATLLAX;174798
2011;7;ATLLGA;220496
2011;7;ATLMCO;227298
2011;7;ATLMIA;114562
2011;7;ATLMSP;140822
2011;7;ATLMSY;100771
2011;7;ATLORD;123029
2011;7;ATLPBI;89344
2011;7;ATLPHL;148348
2011;7;ATLPHX;107922
2011;7;ATLRDU;111742
2011;7;ATLRSW;89582
2011;7;ATLSFO;124482
2011;7;ATLTPA;160447
2011;7;AUSDFW;107237
2011;7;BOSCLT;85375
2011;7;BOSDCA;120968
2011;7;BOSORD;159448
2011;7;BOSPHL;104864
2011;7;BOSSFO;101940
2011;7;CLTDFW;102650
2011;7;CLTLGA;102057
2011;7;CLTMCO;71872
2011;7;CLTORD;98101
2011;7;DALHOU;92700
2011;7;DCAORD;120154
2011;7;DENDFW;145161
2011;7;DENIAH;97493
2011;7;DENLAS;144875
2011;7;DENLAX;179410
2011;7;DENMSP;157844
2011;7;DENORD;134413
2011;7;DENPHX;142553
2011;7;DENSAN;110858
2011;7;DENSEA;157365
2011;7;DENSFO;147861
2011;7;DENSLC;122868
2011;7;DFWLAS;118908
2011;7;DFWLAX;213810
2011;7;DFWLGA;95239
2011;7;DFWMIA;100751
2011;7;DFWORD;168898
2011;7;DFWPHX;96848
2011;7;DFWSAT;108074
2011;7;DFWSFO;129763
2011;7;DTWMCO;93354
2011;7;EWRLAX;86287
2011;7;EWRMCO;119460
2011;7;EWRORD;127526
2011;7;EWRSFO;84609
2011;7;FLLLGA;135538
2011;7;HNLITO;99189
2011;7;HNLKOA;124175
2011;7;HNLLAX;193643
2011;7;HNLLIH;132858
2011;7;HNLOGG;181594
2011;7;IADLAX;123479
2011;7;IADSFO;111296
2011;7;IAHLAX;150409
2011;7;IAHORD;114985
2011;7;JFKLAX;278603
2011;7;JFKMCO;148878
2011;7;JFKSFO;180419
2011;7;JFKSJU;107781
2011;7;LASLAX;213082
2011;7;LASORD;118480
2011;7;LASPHX;120257
2011;7;LASSEA;102332
2011;7;LASSFO;153573
2011;7;LAXMIA;97277
2011;7;LAXORD;221659
2011;7;LAXPHX;136105
2011;7;LAXSEA;150019
2011;7;LAXSFO;293989
2011;7;LAXSJC;84198
2011;7;LGAMIA;103576
2011;7;LGAORD;226345
2011;7;MCOPHL;113813
2011;7;MSPORD;135142
2011;7;MSPPHX;100140
2011;7;ORDPHL;123284
2011;7;ORDPHX;97826
2011;7;ORDSEA;133472
2011;7;ORDSFO;213969
2011;7;PHXSAN;127703
2011;7;PHXSEA;111190
2011;7;PHXSLC;101869
2011;7;SANSFO;125601
2011;7;SEASFO;133187
2011;8;ANCSEA;143538
2011;8;ATLBOS;137883
2011;8;ATLBWI;128327
2011;8;ATLCLT;148642
2011;8;ATLDCA;142212
2011;8;ATLDEN;138763
2011;8;ATLDFW;189539
2011;8;ATLDTW;117603
2011;8;ATLFLL;179209
2011;8;ATLJAX;112627
2011;8;ATLLAS;123826
2011;8;ATLLAX;172604
2011;8;ATLLGA;209525
2011;8;ATLMCO;218521
2011;8;ATLMIA;109603
2011;8;ATLMSP;140526
2011;8;ATLMSY;90199
2011;8;ATLORD;120567
2011;8;ATLPBI;83401
2011;8;ATLPHL;149993
2011;8;ATLPHX;97243
2011;8;ATLRDU;108434
2011;8;ATLRSW;80845
2011;8;ATLSFO;119464
2011;8;ATLTPA;153724
2011;8;AUSDFW;101496
2011;8;BOSCLT;82354
2011;8;BOSDCA;119149
2011;8;BOSORD;162995
2011;8;BOSPHL;106293
2011;8;BOSSFO;100447
2011;8;CLTDFW;93317
2011;8;CLTLGA;94929
2011;8;CLTMCO;68485
2011;8;CLTORD;94391
2011;8;DALHOU;94669
2011;8;DCAORD;115373
2011;8;DENDFW;141124
2011;8;DENIAH;93330
2011;8;DENLAS;146679
2011;8;DENLAX;175629
2011;8;DENMSP;159888
2011;8;DENORD;132848
2011;8;DENPHX;137882
2011;8;DENSAN;111120
2011;8;DENSEA;156867
2011;8;DENSFO;152061
2011;8;DENSLC;132517
2011;8;DFWLAS;107736
2011;8;DFWLAX;202356
2011;8;DFWLGA;98677
2011;8;DFWMIA;89375
2011;8;DFWORD;170020
2011;8;DFWPHX;87628
2011;8;DFWSAT;103301
2011;8;DFWSFO;125763
2011;8;DTWMCO;88859
2011;8;EWRLAX;81074
2011;8;EWRMCO;115462
2011;8;EWRORD;120904
2011;8;EWRSFO;82251
2011;8;FLLLGA;123903
2011;8;HNLITO;93261
2011;8;HNLKOA;118373
2011;8;HNLLAX;186943
2011;8;HNLLIH;122837
2011;8;HNLOGG;172923
2011;8;IADLAX;123321
2011;8;IADSFO;110071
2011;8;IAHLAX;132281
2011;8;IAHORD;106579
2011;8;JFKLAX;271885
2011;8;JFKMCO;136768
2011;8;JFKSFO;175341
2011;8;JFKSJU;94241
2011;8;LASLAX;218026
2011;8;LASORD;116509
2011;8;LASPHX;121808
2011;8;LASSEA;105685
2011;8;LASSFO;158135
2011;8;LAXMIA;92289
2011;8;LAXORD;223987
2011;8;LAXPHX;132969
2011;8;LAXSEA;154369
2011;8;LAXSFO;290283
2011;8;LAXSJC;80588
2011;8;LGAMIA;91298
2011;8;LGAORD;231372
2011;8;MCOPHL;112530
2011;8;MSPORD;142101
2011;8;MSPPHX;92012
2011;8;ORDPHL;122539
2011;8;ORDPHX;96708
2011;8;ORDSEA;135830
2011;8;ORDSFO;220401
2011;8;PHXSAN;122197
2011;8;PHXSEA;109467
2011;8;PHXSLC;94753
2011;8;SANSFO;127674
2011;8;SEASFO;141687
2011;9;ANCSEA;129810
2011;9;ATLBOS;122432
2011;9;ATLBWI;114694
2011;9;ATLCLT;135115
2011;9;ATLDCA;130257
2011;9;ATLDEN;122490
2011;9;ATLDFW;175998
2011;9;ATLDTW;101496
2011;9;ATLFLL;170849
2011;9;ATLJAX;105218
2011;9;ATLLAS;124221
2011;9;ATLLAX;143628
2011;9;ATLLGA;184085
2011;9;ATLMCO;206819
2011;9;ATLMIA;100462
2011;9;ATLMSP;118815
2011;9;ATLMSY;92829
2011;9;ATLORD;110780
2011;9;ATLPBI;78413
2011;9;ATLPHL;138931
2011;9;ATLPHX;87914
2011;9;ATLRDU;100017
2011;9;ATLRSW;76625
2011;9;ATLSFO;101759
2011;9;ATLTPA;142274
2011;9;AUSDFW;99213
2011;9;BOSCLT;75415
2011;9;BOSDCA;115050
2011;9;BOSORD;155290
2011;9;BOSPHL;102867
2011;9;BOSSFO;89673
2011;9;CLTDFW;87434
2011;9;CLTLGA;90684
2011;9;CLTMCO;65186
2011;9;CLTORD;83416
2011;9;DALHOU;94226
2011;9;DCAORD;120347
2011;9;DENDFW;127052
2011;9;DENIAH;83785
2011;9;DENLAS;148828
2011;9;DENLAX;149007
2011;9;DENMSP;129404
2011;9;DENORD;108515
2011;9;DENPHX;137986
2011;9;DENSAN;96849
2011;9;DENSEA;128585
2011;9;DENSFO;132320
2011;9;DENSLC;116622
2011;9;DFWLAS;98837
2011;9;DFWLAX;170138
2011;9;DFWLGA;95380
2011;9;DFWMIA;76528
2011;9;DFWORD;164835
2011;9;DFWPHX;87611
2011;9;DFWSAT;98758
2011;9;DFWSFO;122529
2011;9;DTWMCO;75161
2011;9;EWRLAX;67345
2011;9;EWRMCO;92466
2011;9;EWRORD;105731
2011;9;EWRSFO;76066
2011;9;FLLLGA;103912
2011;9;HNLITO;83101
2011;9;HNLKOA;107502
2011;9;HNLLAX;153924
2011;9;HNLLIH;110326
2011;9;HNLOGG;145475
2011;9;IADLAX;105888
2011;9;IADSFO;102818
2011;9;IAHLAX;90643
2011;9;IAHORD;92052
2011;9;JFKLAX;261182
2011;9;JFKMCO;94558
2011;9;JFKSFO;181080
2011;9;JFKSJU;62364
2011;9;LASLAX;206636
2011;9;LASORD;121725
2011;9;LASPHX;123567
2011;9;LASSEA;98472
2011;9;LASSFO;157325
2011;9;LAXMIA;75441
2011;9;LAXORD;201715
2011;9;LAXPHX;116232
2011;9;LAXSEA;127833
2011;9;LAXSFO;276562
2011;9;LAXSJC;73057
2011;9;LGAMIA;73032
2011;9;LGAORD;236900
2011;9;MCOPHL;93060
2011;9;MSPORD;130096
2011;9;MSPPHX;88956
2011;9;ORDPHL;117512
2011;9;ORDPHX;95895
2011;9;ORDSEA;116640
2011;9;ORDSFO;194358
2011;9;PHXSAN;107368
2011;9;PHXSEA;95614
2011;9;PHXSLC;82860
2011;9;SANSFO;123206
2011;9;SEASFO;128693
2011;10;ANCSEA;105357
2011;10;ATLBOS;131053
2011;10;ATLBWI;121577
2011;10;ATLCLT;142717
2011;10;ATLDCA;148350
2011;10;ATLDEN;122702
2011;10;ATLDFW;193219
2011;10;ATLDTW;108140
2011;10;ATLFLL;193533
2011;10;ATLJAX;120887
2011;10;ATLLAS;132329
2011;10;ATLLAX;152306
2011;10;ATLLGA;197224
2011;10;ATLMCO;230852
2011;10;ATLMIA;117893
2011;10;ATLMSP;125134
2011;10;ATLMSY;116530
2011;10;ATLORD;123165
2011;10;ATLPBI;91514
2011;10;ATLPHL;145011
2011;10;ATLPHX;96717
2011;10;ATLRDU;112885
2011;10;ATLRSW;90164
2011;10;ATLSFO;101326
2011;10;ATLTPA;159604
2011;10;AUSDFW;105017
2011;10;BOSCLT;80592
2011;10;BOSDCA;129221
2011;10;BOSORD;165625
2011;10;BOSPHL;114917
2011;10;BOSSFO;93417
2011;10;CLTDFW;93133
2011;10;CLTLGA;97225
2011;10;CLTMCO;79234
2011;10;CLTORD;92700
2011;10;DALHOU;101739
2011;10;DCAORD;136442
2011;10;DENDFW;126592
2011;10;DENIAH;86965
2011;10;DENLAS;162343
2011;10;DENLAX;161907
2011;10;DENMSP;124812
2011;10;DENORD;109768
2011;10;DENPHX;155690
2011;10;DENSAN;102377
2011;10;DENSEA;117202
2011;10;DENSFO;137907
2011;10;DENSLC;118023
2011;10;DFWLAS;106280
2011;10;DFWLAX;185040
2011;10;DFWLGA;95067
2011;10;DFWMIA;82904
2011;10;DFWORD;176266
2011;10;DFWPHX;99238
2011;10;DFWSAT;104371
2011;10;DFWSFO;128729
2011;10;DTWMCO;93213
2011;10;EWRLAX;70251
2011;10;EWRMCO;106675
2011;10;EWRORD;109559
2011;10;EWRSFO;74123
2011;10;FLLLGA;116796
2011;10;HNLITO;87097
2011;10;HNLKOA;105381
2011;10;HNLLAX;155979
2011;10;HNLLIH;110461
2011;10;HNLOGG;152997
2011;10;IADLAX;109510
2011;10;IADSFO;111478
2011;10;IAHLAX;98983
2011;10;IAHORD;101778
2011;10;JFKLAX;273743
2011;10;JFKMCO;108459
2011;10;JFKSFO;186759
2011;10;JFKSJU;69399
2011;10;LASLAX;216879
2011;10;LASORD;122300
2011;10;LASPHX;135359
2011;10;LASSEA;100982
2011;10;LASSFO;156999
2011;10;LAXMIA;81963
2011;10;LAXORD;207399
2011;10;LAXPHX;127228
2011;10;LAXSEA;119413
2011;10;LAXSFO;281752
2011;10;LAXSJC;78992
2011;10;LGAMIA;74685
2011;10;LGAORD;249666
2011;10;MCOPHL;112439
2011;10;MSPORD;135103
2011;10;MSPPHX;101351
2011;10;ORDPHL;124997
2011;10;ORDPHX;105657
2011;10;ORDSEA;113884
2011;10;ORDSFO;198363
2011;10;PHXSAN;110642
2011;10;PHXSEA;93289
2011;10;PHXSLC;90331
2011;10;SANSFO;122849
2011;10;SEASFO;115550
2011;11;ANCSEA;102477
2011;11;ATLBOS;117534
2011;11;ATLBWI;115469
2011;11;ATLCLT;133066
2011;11;ATLDCA;135297
2011;11;ATLDEN;110441
2011;11;ATLDFW;169970
2011;11;ATLDTW;99216
2011;11;ATLFLL;190377
2011;11;ATLJAX;117929
2011;11;ATLLAS;111908
2011;11;ATLLAX;150836
2011;11;ATLLGA;192973
2011;11;ATLMCO;216346
2011;11;ATLMIA;119934
2011;11;ATLMSP;120291
2011;11;ATLMSY;105771
2011;11;ATLORD;110665
2011;11;ATLPBI;95979
2011;11;ATLPHL;141379
2011;11;ATLPHX;93681
2011;11;ATLRDU;105287
2011;11;ATLRSW;92187
2011;11;ATLSFO;82774
2011;11;ATLTPA;153923
2011;11;AUSDFW;104478
2011;11;BOSCLT;78754
2011;11;BOSDCA;122134
2011;11;BOSORD;136823
2011;11;BOSPHL;107625
2011;11;BOSSFO;83238
2011;11;CLTDFW;90010
2011;11;CLTLGA;97590
2011;11;CLTMCO;80523
2011;11;CLTORD;91365
2011;11;DALHOU;99249
2011;11;DCAORD;115849
2011;11;DENDFW;120041
2011;11;DENIAH;83039
2011;11;DENLAS;139431
2011;11;DENLAX;155083
2011;11;DENMSP;113715
2011;11;DENORD;99464
2011;11;DENPHX;156287
2011;11;DENSAN;94325
2011;11;DENSEA;116544
2011;11;DENSFO;132421
2011;11;DENSLC;108787
2011;11;DFWLAS;94478
2011;11;DFWLAX;176372
2011;11;DFWLGA;104509
2011;11;DFWMIA;88493
2011;11;DFWORD;158666
2011;11;DFWPHX;96871
2011;11;DFWSAT;94795
2011;11;DFWSFO;117325
2011;11;DTWMCO;88503
2011;11;EWRLAX;65753
2011;11;EWRMCO;113520
2011;11;EWRORD;100397
2011;11;EWRSFO;72646
2011;11;FLLLGA;114179
2011;11;HNLITO;85199
2011;11;HNLKOA;106373
2011;11;HNLLAX;147688
2011;11;HNLLIH;109612
2011;11;HNLOGG;153265
2011;11;IADLAX;107799
2011;11;IADSFO;97399
2011;11;IAHLAX;98911
2011;11;IAHORD;97709
2011;11;JFKLAX;252243
2011;11;JFKMCO;113207
2011;11;JFKSFO;169213
2011;11;JFKSJU;83082
2011;11;LASLAX;184530
2011;11;LASORD;93233
2011;11;LASPHX;121624
2011;11;LASSEA;86900
2011;11;LASSFO;132339
2011;11;LAXMIA;81893
2011;11;LAXORD;185417
2011;11;LAXPHX;124674
2011;11;LAXSEA;122134
2011;11;LAXSFO;276387
2011;11;LAXSJC;78109
2011;11;LGAMIA;85908
2011;11;LGAORD;241707
2011;11;MCOPHL;119407
2011;11;MSPORD;114537
2011;11;MSPPHX;96624
2011;11;ORDPHL;111872
2011;11;ORDPHX;102810
2011;11;ORDSEA;99771
2011;11;ORDSFO;177488
2011;11;PHXSAN;109078
2011;11;PHXSEA;101491
2011;11;PHXSLC;90273
2011;11;SANSFO;126996
2011;11;SEASFO;122111
2011;12;ANCSEA;107701
2011;12;ATLBOS;102404
2011;12;ATLBWI;108256
2011;12;ATLCLT;138063
2011;12;ATLDCA;117678
2011;12;ATLDEN;115185
2011;12;ATLDFW;134848
2011;12;ATLDTW;101085
2011;12;ATLFLL;194601
2011;12;ATLJAX;108267
2011;12;ATLLAS;104092
2011;12;ATLLAX;144674
2011;12;ATLLGA;189557
2011;12;ATLMCO;205579
2011;12;ATLMIA;124421
2011;12;ATLMSP;119695
2011;12;ATLMSY;100080
2011;12;ATLORD;98346
2011;12;ATLPBI;94797
2011;12;ATLPHL;125683
2011;12;ATLPHX;91961
2011;12;ATLRDU;95081
2011;12;ATLRSW;81843
2011;12;ATLSFO;78238
2011;12;ATLTPA;152135
2011;12;AUSDFW;104688
2011;12;BOSCLT;76878
2011;12;BOSDCA;98317
2011;12;BOSORD;111413
2011;12;BOSPHL;89750
2011;12;BOSSFO;86586
2011;12;CLTDFW;93047
2011;12;CLTLGA;101115
2011;12;CLTMCO;82323
2011;12;CLTORD;89913
2011;12;DALHOU;92103
2011;12;DCAORD;95174
2011;12;DENDFW;123110
2011;12;DENIAH;89533
2011;12;DENLAS;128936
2011;12;DENLAX;156195
2011;12;DENMSP;118989
2011;12;DENORD;103813
2011;12;DENPHX;159423
2011;12;DENSAN;94081
2011;12;DENSEA;122130
2011;12;DENSFO;127880
2011;12;DENSLC;113090
2011;12;DFWLAS;84315
2011;12;DFWLAX;182899
2011;12;DFWLGA;111086
2011;12;DFWMIA;96779
2011;12;DFWORD;159887
2011;12;DFWPHX;93877
2011;12;DFWSAT;92736
2011;12;DFWSFO;116488
2011;12;DTWMCO;89458
2011;12;EWRLAX;74785
2011;12;EWRMCO;109937
2011;12;EWRORD;93188
2011;12;EWRSFO;75704
2011;12;FLLLGA;126072
2011;12;HNLITO;94859
2011;12;HNLKOA;111753
